name	descr	pvalue	qvalue
CREB1 PHOSPHORYLATION THROUGH THE ACTIVATION OF ADENYLATE CYCLASE%REACTOME%R-HSA-442720.4	CREB1 PHOSPHORYLATION THROUGH THE ACTIVATION OF ADENYLATE CYCLASE%REACTOME%R-HSA-442720.4	2.4e-05	0.00233914255319149
VENTRICULAR COMPACT MYOCARDIUM MORPHOGENESIS%GOBP%GO:0003223	VENTRICULAR COMPACT MYOCARDIUM MORPHOGENESIS%GOBP%GO:0003223	2.44e-05	0.00233914255319149
IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOMF%GO:0035235	IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOMF%GO:0035235	2.47e-05	0.00233914255319149
LIGAND-GATED ION CHANNEL SIGNALING PATHWAY%GOMF%GO:1990806	LIGAND-GATED ION CHANNEL SIGNALING PATHWAY%GOMF%GO:1990806	2.47e-05	0.00233914255319149
IONOTROPIC GLUTAMATE RECEPTOR ACTIVITY%GOMF%GO:0004970	IONOTROPIC GLUTAMATE RECEPTOR ACTIVITY%GOMF%GO:0004970	2.47e-05	0.00233914255319149
ARACHIDONATE BIOSYNTHESIS III (6-DESATURASE, MAMMALS)%BIOCYC%PWY-7592	ARACHIDONATE BIOSYNTHESIS III (6-DESATURASE, MAMMALS)%BIOCYC%PWY-7592	2.5e-05	0.00235088028169014
BIOCARTA_TCAPOPTOSIS_PATHWAY%MSIGDB_C2%BIOCARTA_TCAPOPTOSIS_PATHWAY	BIOCARTA_TCAPOPTOSIS_PATHWAY%MSIGDB_C2%BIOCARTA_TCAPOPTOSIS_PATHWAY	2.52e-05	0.00235311608391608
BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	2.58e-05	0.0023924125
METABOTROPIC GLUTAMATE RECEPTOR GROUP I PATHWAY%PANTHER PATHWAY%P00041	METABOTROPIC GLUTAMATE RECEPTOR GROUP I PATHWAY%PANTHER PATHWAY%P00041	2.61e-05	0.00240354
POSITIVE REGULATION OF TROPHOBLAST CELL MIGRATION%GOBP%GO:1901165	POSITIVE REGULATION OF TROPHOBLAST CELL MIGRATION%GOBP%GO:1901165	2.71e-05	0.00247853630136986
SUPEROXIDE ANION GENERATION%GOBP%GO:0042554	SUPEROXIDE ANION GENERATION%GOBP%GO:0042554	2.84e-05	0.00257976326530612
TRNA 3'-END PROCESSING%GOBP%GO:0042780	TRNA 3'-END PROCESSING%GOBP%GO:0042780	2.95e-05	0.0026615777027027
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000010	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:2000010	3.08e-05	0.00276021744966443
SIGNALING BY ERBB2 ECD MUTANTS%REACTOME%R-HSA-9665348.2	SIGNALING BY ERBB2 ECD MUTANTS%REACTOME%R-HSA-9665348.2	3.13e-05	0.00278480328947368
VESICLE FUSION WITH GOLGI APPARATUS%GOBP%GO:0048280	VESICLE FUSION WITH GOLGI APPARATUS%GOBP%GO:0048280	3.15e-05	0.00278480328947368
DYSTROPHIN-ASSOCIATED GLYCOPROTEIN COMPLEX%GOCC%GO:0016010	DYSTROPHIN-ASSOCIATED GLYCOPROTEIN COMPLEX%GOCC%GO:0016010	3.17e-05	0.00278480328947368
CLATHRIN-SCULPTED VESICLE%GOCC%GO:0060198	CLATHRIN-SCULPTED VESICLE%GOCC%GO:0060198	3.39e-05	0.00290139259259259
DEFECTIVE FACTOR IX CAUSES HEMOPHILIA B%REACTOME DATABASE ID RELEASE 83%9668250	DEFECTIVE FACTOR IX CAUSES HEMOPHILIA B%REACTOME DATABASE ID RELEASE 83%9668250	3.41e-05	0.00290139259259259
NCRNA 5'-END PROCESSING%GOBP%GO:0034471	NCRNA 5'-END PROCESSING%GOBP%GO:0034471	3.46e-05	0.00290139259259259
ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000472	ENDONUCLEOLYTIC CLEAVAGE TO GENERATE MATURE 5'-END OF SSU-RRNA FROM (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000472	3.46e-05	0.00290139259259259
RRNA 5'-END PROCESSING%GOBP%GO:0000967	RRNA 5'-END PROCESSING%GOBP%GO:0000967	3.46e-05	0.00290139259259259
ENDONUCLEOLYTIC CLEAVAGE IN 5'-ETS OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000480	ENDONUCLEOLYTIC CLEAVAGE IN 5'-ETS OF TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000480	3.46e-05	0.00290139259259259
VIRAL RNA GENOME REPLICATION%GOBP%GO:0039694	VIRAL RNA GENOME REPLICATION%GOBP%GO:0039694	3.51e-05	0.00290139259259259
SEMAPHORIN RECEPTOR COMPLEX%GOCC%GO:0002116	SEMAPHORIN RECEPTOR COMPLEX%GOCC%GO:0002116	3.52e-05	0.00290139259259259
SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOMF%GO:0071526	SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOMF%GO:0071526	3.52e-05	0.00290139259259259
SEMAPHORIN RECEPTOR ACTIVITY%GOMF%GO:0017154	SEMAPHORIN RECEPTOR ACTIVITY%GOMF%GO:0017154	3.52e-05	0.00290139259259259
ESTABLISHMENT OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 83%2468052	ESTABLISHMENT OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 83%2468052	3.57e-05	0.0029245527607362
APICAL JUNCTION ASSEMBLY%GOBP%GO:0043297	APICAL JUNCTION ASSEMBLY%GOBP%GO:0043297	3.61e-05	0.00293928841463415
SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS%REACTOME%R-HSA-9735871.1	SARS-COV-1 TARGETS HOST INTRACELLULAR SIGNALLING AND REGULATORY PATHWAYS%REACTOME%R-HSA-9735871.1	3.69e-05	0.00297874615384615
REGULATION OF INCLUSION BODY ASSEMBLY%GOBP%GO:0090083	REGULATION OF INCLUSION BODY ASSEMBLY%GOBP%GO:0090083	3.76e-05	0.00297874615384615
NAD METABOLISM IN ONCOGENE-INDUCED SENESCENCE AND MITOCHONDRIAL DYSFUNCTION-ASSOCIATED SENESCENCE%WIKIPATHWAYS_20220510%WP5046%HOMO SAPIENS	NAD METABOLISM IN ONCOGENE-INDUCED SENESCENCE AND MITOCHONDRIAL DYSFUNCTION-ASSOCIATED SENESCENCE%WIKIPATHWAYS_20220510%WP5046%HOMO SAPIENS	3.76e-05	0.00297874615384615
GID COMPLEX%GOCC%GO:0034657	GID COMPLEX%GOCC%GO:0034657	3.77e-05	0.00297874615384615
MITOPHAGY%REACTOME%R-HSA-5205647.4	MITOPHAGY%REACTOME%R-HSA-5205647.4	3.77e-05	0.00297874615384615
AMPK INHIBITS CHREBP TRANSCRIPTIONAL ACTIVATION ACTIVITY%REACTOME%R-HSA-163680.3	AMPK INHIBITS CHREBP TRANSCRIPTIONAL ACTIVATION ACTIVITY%REACTOME%R-HSA-163680.3	3.87e-05	0.00303761228070175
PROLINE TRANSPORT%GOBP%GO:0015824	PROLINE TRANSPORT%GOBP%GO:0015824	3.89e-05	0.00303761228070175
DNA REPLICATION%PANTHER PATHWAY%P00017	DNA REPLICATION%PANTHER PATHWAY%P00017	4.02e-05	0.00312087558139535
PID_NOTCH_PATHWAY%MSIGDB_C2%PID_NOTCH_PATHWAY	PID_NOTCH_PATHWAY%MSIGDB_C2%PID_NOTCH_PATHWAY	4.24e-05	0.00327264277456647
PIGMENT ACCUMULATION%GOBP%GO:0043476	PIGMENT ACCUMULATION%GOBP%GO:0043476	4.35e-05	0.00331917428571429
CELLULAR PIGMENT ACCUMULATION%GOBP%GO:0043482	CELLULAR PIGMENT ACCUMULATION%GOBP%GO:0043482	4.35e-05	0.00331917428571429
REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	REGULATION OF COMPLEMENT ACTIVATION%GOBP%GO:0030449	4.48e-05	0.00339483050847458
OSX AND MIRNAS IN TOOTH DEVELOPMENT%WIKIPATHWAYS_20220510%WP3971%HOMO SAPIENS	OSX AND MIRNAS IN TOOTH DEVELOPMENT%WIKIPATHWAYS_20220510%WP3971%HOMO SAPIENS	4.5e-05	0.00339483050847458
REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:1901201	REGULATION OF EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:1901201	4.88e-05	0.00366082247191011
CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.1	CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.1	4.94e-05	0.00368512960893855
LRR FLII-INTERACTING PROTEIN 1 (LRRFIP1) ACTIVATES TYPE I IFN PRODUCTION%REACTOME%R-HSA-3134973.1	LRR FLII-INTERACTING PROTEIN 1 (LRRFIP1) ACTIVATES TYPE I IFN PRODUCTION%REACTOME%R-HSA-3134973.1	4.97e-05	0.00368691166666667
HISTONE H3K27 METHYLTRANSFERASE ACTIVITY%GOMF%GO:0046976	HISTONE H3K27 METHYLTRANSFERASE ACTIVITY%GOMF%GO:0046976	5.14e-05	0.0037857956043956
LIPOPROTEIN PARTICLE RECEPTOR ACTIVITY%GOMF%GO:0030228	LIPOPROTEIN PARTICLE RECEPTOR ACTIVITY%GOMF%GO:0030228	5.16e-05	0.0037857956043956
NOD-LIKE RECEPTOR (NLR) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP288%HOMO SAPIENS	NOD-LIKE RECEPTOR (NLR) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP288%HOMO SAPIENS	5.19e-05	0.00378699836065574
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000402	NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000402	5.33e-05	0.00384710756756757
TRANSCRIPTION PREINITIATION COMPLEX%GOCC%GO:0097550	TRANSCRIPTION PREINITIATION COMPLEX%GOCC%GO:0097550	5.33e-05	0.00384710756756757
REGULATION OF PERK-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903897	REGULATION OF PERK-MEDIATED UNFOLDED PROTEIN RESPONSE%GOBP%GO:1903897	5.37e-05	0.00385514032258065
NON-LYTIC VIRAL RELEASE%GOBP%GO:0046753	NON-LYTIC VIRAL RELEASE%GOBP%GO:0046753	5.41e-05	0.0038630871657754
BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	BIOCARTA_HIF_PATHWAY%MSIGDB_C2%BIOCARTA_HIF_PATHWAY	5.47e-05	0.00388515478723404
PURINE CATABOLISM%REACTOME DATABASE ID RELEASE 83%74259	PURINE CATABOLISM%REACTOME DATABASE ID RELEASE 83%74259	5.5e-05	0.00388579365079365
PINK1-PRKN MEDIATED MITOPHAGY%REACTOME%R-HSA-5205685.3	PINK1-PRKN MEDIATED MITOPHAGY%REACTOME%R-HSA-5205685.3	5.59e-05	0.003908534375
OXYGEN TRANSPORT%GOBP%GO:0015671	OXYGEN TRANSPORT%GOBP%GO:0015671	5.61e-05	0.003908534375
PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:0034394	PROTEIN LOCALIZATION TO CELL SURFACE%GOBP%GO:0034394	5.62e-05	0.003908534375
LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:0061756	LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:0061756	5.7e-05	0.00394363212435233
POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045723	POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045723	5.81e-05	0.00399901701030928
GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	GASTRULATION%REACTOME DATABASE ID RELEASE 83%9758941	5.89e-05	0.0040059
REGULATION OF MEMBRANE INVAGINATION%GOBP%GO:1905153	REGULATION OF MEMBRANE INVAGINATION%GOBP%GO:1905153	5.91e-05	0.0040059
REGULATION OF PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0060099	REGULATION OF PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0060099	5.91e-05	0.0040059
ALPK1 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%9645460	ALPK1 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%9645460	6.38e-05	0.00430263333333333
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	6.43e-05	0.00431456231155779
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 83%69190	DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 83%69190	6.48e-05	0.004326372
INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220	INNATE IMMUNE RESPONSE ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002220	6.57e-05	0.00436463731343284
HISTONE H3K36 METHYLTRANSFERASE ACTIVITY%GOMF%GO:0046975	HISTONE H3K36 METHYLTRANSFERASE ACTIVITY%GOMF%GO:0046975	6.93e-05	0.00458100445544555
SYNTHESIS OF 12-EICOSATETRAENOIC ACID DERIVATIVES%REACTOME DATABASE ID RELEASE 83%2142712	SYNTHESIS OF 12-EICOSATETRAENOIC ACID DERIVATIVES%REACTOME DATABASE ID RELEASE 83%2142712	7.1e-05	0.00466377951219512
CATABOLIC PROCESS%GOMF%GO:0009056	CATABOLIC PROCESS%GOMF%GO:0009056	7.16e-05	0.00466377951219512
ORGANIC SUBSTANCE CATABOLIC PROCESS%GOMF%GO:1901575	ORGANIC SUBSTANCE CATABOLIC PROCESS%GOMF%GO:1901575	7.16e-05	0.00466377951219512
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903428	POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903428	7.29e-05	0.00469922884615385
ASTROCYTE PROJECTION%GOCC%GO:0097449	ASTROCYTE PROJECTION%GOCC%GO:0097449	7.3e-05	0.00469922884615385
NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	7.32e-05	0.00469922884615385
COPII-COATED VESICLE CARGO LOADING%GOBP%GO:0090110	COPII-COATED VESICLE CARGO LOADING%GOBP%GO:0090110	7.49e-05	0.00478535741626794
SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME DATABASE ID RELEASE 83%399954	SEMA3A PAK DEPENDENT AXON REPULSION%REACTOME DATABASE ID RELEASE 83%399954	7.63e-05	0.00484125355450237
NEGATIVE REGULATION OF BONE MINERALIZATION%GOBP%GO:0030502	NEGATIVE REGULATION OF BONE MINERALIZATION%GOBP%GO:0030502	7.65e-05	0.00484125355450237
POLYNUCLEOTIDE ADENYLYLTRANSFERASE ACTIVITY%GOMF%GO:0004652	POLYNUCLEOTIDE ADENYLYLTRANSFERASE ACTIVITY%GOMF%GO:0004652	7.7e-05	0.00484991037735849
PHOSPHOLIPID TRANSLOCATION%GOMF%GO:0045332	PHOSPHOLIPID TRANSLOCATION%GOMF%GO:0045332	7.82e-05	0.00488570046728972
LATE NUCLEOPHAGY%GOBP%GO:0044805	LATE NUCLEOPHAGY%GOBP%GO:0044805	7.83e-05	0.00488570046728972
LYSOSOMAL MEMBRANE ORGANIZATION%GOBP%GO:0097212	LYSOSOMAL MEMBRANE ORGANIZATION%GOBP%GO:0097212	7.98e-05	0.00495613674418605
MONOAMINE TRANSPORT%GOBP%GO:0015844	MONOAMINE TRANSPORT%GOBP%GO:0015844	8.03e-05	0.00496410138888889
MEGAKARYOCYTE DEVELOPMENT%GOBP%GO:0035855	MEGAKARYOCYTE DEVELOPMENT%GOBP%GO:0035855	8.13e-05	0.00499975342465753
LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901	LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:0050901	8.18e-05	0.00499975342465753
REGULATION OF DNA LIGATION%GOBP%GO:0051105	REGULATION OF DNA LIGATION%GOBP%GO:0051105	8.2e-05	0.00499975342465753
TGF-BETA SIGNALING IN THYROID CELLS FOR EPITHELIAL-MESENCHYMAL TRANSITION%WIKIPATHWAYS_20220510%WP3859%HOMO SAPIENS	TGF-BETA SIGNALING IN THYROID CELLS FOR EPITHELIAL-MESENCHYMAL TRANSITION%WIKIPATHWAYS_20220510%WP3859%HOMO SAPIENS	8.29e-05	0.00503165318181818
BIOCARTA_CYTOKINE_PATHWAY%MSIGDB_C2%BIOCARTA_CYTOKINE_PATHWAY	BIOCARTA_CYTOKINE_PATHWAY%MSIGDB_C2%BIOCARTA_CYTOKINE_PATHWAY	8.45e-05	0.00506698660714286
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	8.45e-05	0.00506698660714286
NUCLEAR EVENTS STIMULATED BY ALK SIGNALING IN CANCER%REACTOME%R-HSA-9725371.1	NUCLEAR EVENTS STIMULATED BY ALK SIGNALING IN CANCER%REACTOME%R-HSA-9725371.1	8.47e-05	0.00506698660714286
GPR40 PATHWAY%WIKIPATHWAYS_20220510%WP3958%HOMO SAPIENS	GPR40 PATHWAY%WIKIPATHWAYS_20220510%WP3958%HOMO SAPIENS	8.5e-05	0.00506698660714286
VASOCONSTRICTION%GOBP%GO:0042310	VASOCONSTRICTION%GOBP%GO:0042310	8.56e-05	0.00508007466666667
NADPH OXIDASE COMPLEX%GOCC%GO:0043020	NADPH OXIDASE COMPLEX%GOCC%GO:0043020	8.67e-05	0.0051117872246696
LYSOSOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1905146	LYSOSOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:1905146	8.69e-05	0.0051117872246696
PROTEIN CATABOLIC PROCESS IN THE VACUOLE%GOBP%GO:0007039	PROTEIN CATABOLIC PROCESS IN THE VACUOLE%GOBP%GO:0007039	8.84e-05	0.00517721578947368
SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN NEURON PROJECTION GUIDANCE%GOBP%GO:1902285	SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN NEURON PROJECTION GUIDANCE%GOBP%GO:1902285	8.96e-05	0.00522457991266376
MONOATOMIC ANION:SODIUM SYMPORTER ACTIVITY%GOMF%GO:0015373	MONOATOMIC ANION:SODIUM SYMPORTER ACTIVITY%GOMF%GO:0015373	9.1e-05	0.00524377467811159
PYRIMIDINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009219	PYRIMIDINE DEOXYRIBONUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009219	9.12e-05	0.00524377467811159
ENDONUCLEOLYTIC CLEAVAGE IN ITS1 TO SEPARATE SSU-RRNA FROM 5.8S RRNA AND LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000447	ENDONUCLEOLYTIC CLEAVAGE IN ITS1 TO SEPARATE SSU-RRNA FROM 5.8S RRNA AND LSU-RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000447	9.14e-05	0.00524377467811159
REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150011	REGULATION OF NEURON PROJECTION ARBORIZATION%GOBP%GO:0150011	9.15e-05	0.00524377467811159
HEME METABOLIC PROCESS%GOBP%GO:0042168	HEME METABOLIC PROCESS%GOBP%GO:0042168	9.32e-05	0.00530142510638298
GENITALIA DEVELOPMENT%GOBP%GO:0048806	GENITALIA DEVELOPMENT%GOBP%GO:0048806	9.33e-05	0.00530142510638298
REGULATION OF GENE EXPRESSION BY HYPOXIA-INDUCIBLE FACTOR%REACTOME DATABASE ID RELEASE 83%1234158	REGULATION OF GENE EXPRESSION BY HYPOXIA-INDUCIBLE FACTOR%REACTOME DATABASE ID RELEASE 83%1234158	9.57e-05	0.00541475466101695
OXIDOREDUCTASE ACTIVITY, ACTING ON A SULFUR GROUP OF DONORS, DISULFIDE AS ACCEPTOR%GOMF%GO:0016671	OXIDOREDUCTASE ACTIVITY, ACTING ON A SULFUR GROUP OF DONORS, DISULFIDE AS ACCEPTOR%GOMF%GO:0016671	9.64e-05	0.00541974705882353
SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	9.66e-05	0.00541974705882353
DEREGULATION OF RAB AND RAB EFFECTOR GENES IN BLADDER CANCER%WIKIPATHWAYS_20220510%WP2291%HOMO SAPIENS	DEREGULATION OF RAB AND RAB EFFECTOR GENES IN BLADDER CANCER%WIKIPATHWAYS_20220510%WP2291%HOMO SAPIENS	9.82e-05	0.00548646276150628
AMPHISOME%GOCC%GO:0044753	AMPHISOME%GOCC%GO:0044753	9.94e-05	0.00551776859504132
UPTAKE AND FUNCTION OF ANTHRAX TOXINS%REACTOME DATABASE ID RELEASE 83%5210891	UPTAKE AND FUNCTION OF ANTHRAX TOXINS%REACTOME DATABASE ID RELEASE 83%5210891	9.98e-05	0.00551776859504132
HISTONE H4-K12 ACETYLATION%GOBP%GO:0043983	HISTONE H4-K12 ACETYLATION%GOBP%GO:0043983	1e-04	0.00551776859504132
REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0034121	REGULATION OF TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0034121	0.000101	0.00555001234567901
BIOCARTA_HBX_PATHWAY%MSIGDB_C2%BIOCARTA_HBX_PATHWAY	BIOCARTA_HBX_PATHWAY%MSIGDB_C2%BIOCARTA_HBX_PATHWAY	0.000102	0.00558199180327869
MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20220510%WP5072%HOMO SAPIENS	MODULATORS OF TCR SIGNALING AND T CELL ACTIVATION%WIKIPATHWAYS_20220510%WP5072%HOMO SAPIENS	0.000103	0.00561371020408163
REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL%GOBP%GO:0010522	REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL%GOBP%GO:0010522	0.000104	0.00562231578947368
TIE2 SIGNALING%REACTOME DATABASE ID RELEASE 83%210993	TIE2 SIGNALING%REACTOME DATABASE ID RELEASE 83%210993	0.000104	0.00562231578947368
PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	PID_CD8_TCR_PATHWAY%MSIGDB_C2%PID_CD8_TCR_PATHWAY	0.000109	0.00586885887096774
NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010801	NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION%GOBP%GO:0010801	0.00011	0.0058989156626506
CORECEPTOR ACTIVITY INVOLVED IN WNT SIGNALING PATHWAY%GOMF%GO:0071936	CORECEPTOR ACTIVITY INVOLVED IN WNT SIGNALING PATHWAY%GOMF%GO:0071936	0.000111	0.00591120948616601
REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOMF%GO:0097035	REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOMF%GO:0097035	0.000112	0.00591120948616601
INTRAMEMBRANE LIPID TRANSPORTER ACTIVITY%GOMF%GO:0140303	INTRAMEMBRANE LIPID TRANSPORTER ACTIVITY%GOMF%GO:0140303	0.000112	0.00591120948616601
LIPID TRANSLOCATION%GOMF%GO:0034204	LIPID TRANSLOCATION%GOMF%GO:0034204	0.000112	0.00591120948616601
AUTOPHAGOSOME MEMBRANE%GOCC%GO:0000421	AUTOPHAGOSOME MEMBRANE%GOCC%GO:0000421	0.000113	0.00594050787401575
SERINE AND GLYCINE BIOSYNTHESIS%BIOCYC%SER-GLYSYN-PWY	SERINE AND GLYCINE BIOSYNTHESIS%BIOCYC%SER-GLYSYN-PWY	0.000114	0.00596957647058824
ENDOMEMBRANE SYSTEM ORGANIZATION%GOMF%GO:0010256	ENDOMEMBRANE SYSTEM ORGANIZATION%GOMF%GO:0010256	0.000117	0.00603205019305019
PLASMA MEMBRANE ORGANIZATION%GOMF%GO:0007009	PLASMA MEMBRANE ORGANIZATION%GOMF%GO:0007009	0.000117	0.00603205019305019
PHOSPHOLIPID SCRAMBLASE ACTIVITY%GOMF%GO:0017128	PHOSPHOLIPID SCRAMBLASE ACTIVITY%GOMF%GO:0017128	0.000117	0.00603205019305019
PLASMA MEMBRANE PHOSPHOLIPID SCRAMBLING%GOMF%GO:0017121	PLASMA MEMBRANE PHOSPHOLIPID SCRAMBLING%GOMF%GO:0017121	0.000117	0.00603205019305019
WIDE PORE CHANNEL ACTIVITY%GOMF%GO:0022829	WIDE PORE CHANNEL ACTIVITY%GOMF%GO:0022829	0.000118	0.00606020769230769
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE%GOBP%GO:1904851	POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO TELOMERE%GOBP%GO:1904851	0.000119	0.00608814942528736
SIGNALING BY FGFR4 IN DISEASE%REACTOME DATABASE ID RELEASE 83%5655291	SIGNALING BY FGFR4 IN DISEASE%REACTOME DATABASE ID RELEASE 83%5655291	0.00012	0.00611587786259542
RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2	RHO GTPASES ACTIVATE CIT%REACTOME%R-HSA-5625900.2	0.000121	0.006120125
PROTEIN REPAIR%REACTOME DATABASE ID RELEASE 83%5676934	PROTEIN REPAIR%REACTOME DATABASE ID RELEASE 83%5676934	0.000121	0.006120125
ESCRT III COMPLEX%GOCC%GO:0000815	ESCRT III COMPLEX%GOCC%GO:0000815	0.000122	0.00614741886792453
NEUTROPHIL HOMEOSTASIS%GOBP%GO:0001780	NEUTROPHIL HOMEOSTASIS%GOBP%GO:0001780	0.000123	0.00617450751879699
MITOCHONDRION-ENDOPLASMIC RETICULUM MEMBRANE TETHERING%GOBP%GO:1990456	MITOCHONDRION-ENDOPLASMIC RETICULUM MEMBRANE TETHERING%GOBP%GO:1990456	0.000124	0.00620139325842697
BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	0.000125	0.00620492565055762
HEME SIGNALING%REACTOME DATABASE ID RELEASE 83%9707616	HEME SIGNALING%REACTOME DATABASE ID RELEASE 83%9707616	0.000125	0.00620492565055762
INTERLEUKIN-17A-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038173	INTERLEUKIN-17A-MEDIATED SIGNALING PATHWAY%GOBP%GO:0038173	0.000126	0.0062314
