logFC	logCPM	F	PValue	FDR	rank
BCL3	1.14942485067199	5.31830265023746	21.1577488962463	1.0327976919341e-05	0.000287269050097304	4.98598474128909
PIK3R1	0.817042644598547	7.14212452258209	21.0991190644186	1.06011604824834e-05	0.000293551181931623	4.97464659100386
PPP1R2	0.671729900167162	4.43188942204807	21.0653388637063	1.07618923769023e-05	0.000297117645918988	4.96811135538107
ATF4	0.583748085152581	6.62804065390835	20.9081853694515	1.15429696029215e-05	0.000315869968192887	4.93768244800412
ISG20	1.22836049289395	2.46677393568896	20.8971040953687	1.16001806438887e-05	0.000316466374535962	4.93553524766677
LPAR3	3.23149072135591	0.106769114886995	20.8919003990364	1.16271462769664e-05	0.000316466374535962	4.93452686379652
LILRB2	1.60365501057677	3.1869547871414	20.8908124041792	1.16327923571904e-05	0.000316466374535962	4.93431602389945
IER2	0.771325756645418	7.29065836210658	20.8590303246099	1.17989629821566e-05	0.00032005117080462	4.92815616141575
SOX4	0.691524067690927	7.56357440215709	20.7616102610635	1.23235577391178e-05	0.000332343133926816	4.9092638957906
SPATA20	0.970446069973776	3.29218152282291	20.684215527155	1.27572336773163e-05	0.000341828531457726	4.89424348932371
TPSAB1	2.82820419285511	1.30698888335172	20.6824801795901	1.27671339941487e-05	0.000341828531457726	4.89390658356837
MAP7D1	0.516627253267852	6.62241087311288	20.678538890541	1.2789648524575e-05	0.000341939338714498	4.89314139030907
IL1RAP	0.989771688925728	3.88333522823271	20.66211861675	1.28838855803211e-05	0.000343964623929147	4.88995314073342
PPP1R16B	1.3277084824266	5.56588088300048	20.6383947832242	1.30212904114077e-05	0.000346326061036714	4.885345975001
ADAR	0.622738276628815	7.71480018381656	20.6283182332797	1.30801035545517e-05	0.00034671590732635	4.88338881770958
SEPT9	0.721692970412349	7.2450084465124	20.6191000307491	1.31341440909798e-05	0.000347476869452301	4.88159822350037
CD33	0.918366267935925	4.09418600602816	20.6135812900367	1.31666059089658e-05	0.000347523691849696	4.88052616315359
TAGAP	0.8016722147561	5.41632987773992	20.5836886191667	1.33438650685999e-05	0.000351556415160549	4.87471835821254
PTPRE	0.856980674719042	5.94063368654071	20.5593526597777	1.34899697698246e-05	0.00035454993993912	4.86998902355367
LILRA5	2.79341263210118	1.32886290153844	20.5214874650555	1.37205508202012e-05	0.000359447164601172	4.8626284532523
RP1-292L20.3	1.73588053052048	-0.139817079357337	20.4505447971662	1.41634373392621e-05	0.000369136085055455	4.84883133447728
GAB2	0.729903953859163	6.61798568084355	20.4420117583959	1.42176814416368e-05	0.000370017645127242	4.84717122070907
VSIR	0.957102548614421	5.23596698962855	20.3893292124698	1.4557306509702e-05	0.000376195948659249	4.83691897366213
PATL1	0.577770431134511	5.06041511895548	20.3864078238787	1.45763799969539e-05	0.000376195948659249	4.83635031844263
ETS2	0.68380838363489	7.37400903144691	20.3765228231952	1.46411075222183e-05	0.000376821201623013	4.83442606995827
DBI	0.844773634303702	4.51681360061972	20.3492896100968	1.48209525767753e-05	0.000379930683822592	4.8291238823525
SP110	0.836537313807692	5.54164288031126	20.3489548980586	1.48231769376183e-05	0.000379930683822592	4.82905870738143
S100A6	1.00053708263677	5.1350599311223	20.3338466727486	1.4923935436272e-05	0.000380939081753291	4.82611663846607
CTD-2186M15.3	0.887416471563247	1.51313774348907	20.3089057775187	1.50918000212328e-05	0.000384696184650823	4.82125895819212
OSGIN2	0.85314794883349	3.72099483831366	20.2736292687513	1.53325224932998e-05	0.000389764451578309	4.81438638951614
SAP18	0.63487046343014	5.65646832791131	20.2279689943447	1.5649928499264e-05	0.000397290408614331	4.80548764229939
GPRIN3	1.40283640578104	3.84949261746767	20.2065845214476	1.58008784938335e-05	0.000400575949609338	4.80131876656342
CLIC1	0.648458967320988	6.49640380322637	20.1932792705812	1.58955469929866e-05	0.000401631760611426	4.79872452267539
CDKN1B	0.656873083341172	5.09481703366778	20.1916363200223	1.59072768470884e-05	0.000401631760611426	4.79840416048576
PLSCR1	0.911784932362373	3.83934516016436	20.1796026479745	1.59934608884323e-05	0.000403260596493154	4.79605754737872
S100A8	2.67337691131987	2.73186797140405	20.1662932600854	1.60893363039942e-05	0.000404599869254758	4.79346187047263
ARHGAP4	0.544707434230438	6.37939417409585	20.1661926082048	1.60900635881621e-05	0.000404599869254758	4.79344223955956
ARRDC3	0.858540879544357	6.09376125292639	20.1537025408788	1.61805742954539e-05	0.000406326756396499	4.79100606808096
HIVEP1	0.67369961010777	5.87022495094228	20.1286928430908	1.63633741258613e-05	0.000410363430908393	4.78612713995849
PTPN1	0.619807755796838	5.78101475625009	20.1125499243232	1.64824825443578e-05	0.000412794125417779	4.78297737552014
OAS1	1.79375466858671	3.02126751767393	20.0640757574091	1.68454849385704e-05	0.000420752729848212	4.77351648227183
PDE6G	0.950521410228582	2.4725843582989	20.0134753739304	1.7233114894483e-05	0.000429282198067656	4.7636362165032
EIF1	0.608782460305645	7.53640141831457	20.0035369072376	1.7310312291257e-05	0.000430628731438115	4.76169509704972
MED13L	0.550837847503116	8.18128802782523	19.9947522307492	1.73788412311026e-05	0.00043175631192037	4.75997918437268
ZBP1	2.43401390689274	-1.21682010279678	19.9412113729371	1.7802536851882e-05	0.000440518092739123	4.74951810655227
PTPN6	0.674299327815837	6.54667470810488	19.9330835338886	1.78677715649189e-05	0.000441545143798155	4.74792960851324
IRF2BPL	0.879050079346186	5.04236535304674	19.876860639977	1.83257488966275e-05	0.000451065523106407	4.7369382685271
BAIAP3	1.46084054332697	2.6274258316165	19.864573736729	1.8427419012966e-05	0.000452968841470635	4.73453548881357
PSME2	0.608380068635026	3.15065167722638	19.8546008311998	1.8510364471196e-05	0.000453808777444026	4.73258502985483
EPHB6	0.95942136173789	4.12914629189427	19.839735017995	1.86347121755535e-05	0.000455656667756504	4.72967731080036
TP53INP1	1.22222861003793	5.89706237095992	19.8277612067483	1.87354885769295e-05	0.000457519647558405	4.72733497705656
PLEKHF2	0.777373513599133	4.06899390378881	19.8155378590674	1.8838938680921e-05	0.000459442950163275	4.72494356746685
IFIT2	1.60705066325324	3.36233979044047	19.8015446345689	1.89580834150602e-05	0.000461139890441097	4.72220557018025
FPR2	2.76107884801604	-1.25439917958015	19.7973756293962	1.89937286394196e-05	0.00046140378919363	4.72138977098861
RASSF2	0.743065051822511	5.95980693243954	19.7911537112312	1.90470535780984e-05	0.000462095923052483	4.7201721965627
SIPA1L2	1.44909847955443	2.29023890037531	19.759425659491	1.93213633544645e-05	0.000468008645009282	4.71396223214255
TYROBP	1.63273812412498	3.79763828710676	19.7570685406382	1.93419023071089e-05	0.000468008645009282	4.71350081459367
ROR2	1.96717652583618	1.43233944766025	19.7150861334227	1.97114737365811e-05	0.000473890314328555	4.70528090429803
SNORD13	1.36004468404622	2.74847351973883	19.6965717454021	1.98767372834251e-05	0.000477246874025774	4.70165490243845
PTP4A1	0.690906381937122	5.92984597469343	19.6716723980698	2.01012256394715e-05	0.000480775844086484	4.69677746137398
BPI	2.82612555386995	0.308988201692985	19.643209891694	2.03610093071831e-05	0.000485118644286893	4.69120069756928
TYMP	1.72498913419338	2.96417799652632	19.5855285564822	2.0898034281773e-05	0.000494168895734487	4.67989456272762
STK17B	0.858586432422332	6.98074321550022	19.5778329823558	2.09707661227828e-05	0.000494168895734487	4.67838570321042
USF3	0.719904589744087	6.30563458811044	19.5768716038947	2.09798703584611e-05	0.000494168895734487	4.67819719978302
CYBA	0.697700588424632	5.26931400284893	19.5675458190981	2.10683949007541e-05	0.000495626665377032	4.67636854993051
PDE4A	1.38346832959851	1.53888171653485	19.557012846002	2.11688369728192e-05	0.000497360755543206	4.67430300169536
IQGAP1	0.736051113221417	7.19789804431822	19.5104910197607	2.16183447514341e-05	0.000506005231615958	4.66517756167032
CD44	0.869487218481364	8.50887384463568	19.4577510769922	2.21397270480777e-05	0.000514970051138286	4.65482773766888
JUP	0.751622160638713	6.76109357952161	19.4276422824726	2.24431143497207e-05	0.000521375120873411	4.64891687776123
PLBD1	2.46749637061815	1.87136830359434	19.3738305005038	2.29959481904661e-05	0.000529788125256557	4.63834867848406
RP11-603B24.1	2.22332778212221	-0.490907021854428	19.3554533531141	2.3187911546274e-05	0.000532054437776645	4.63473836497879
VENTX	2.35972499623916	-0.811432886449001	19.3274415410777	2.34836668187916e-05	0.000538157724339993	4.62923408992726
SLC44A3	2.47339124210059	-1.66848992250858	19.3225771596406	2.35354169591697e-05	0.000538680244497208	4.62827810322258
DENND1C	0.672851383596465	4.34104588221484	19.2433688045299	2.43946472651248e-05	0.000555612724980957	4.6127054571958
NR3C1	0.60404337186808	6.13679098607863	19.2049601467469	2.48227500661874e-05	0.000562608688467254	4.6051501054961
KYNU	1.95071281095959	1.70377368198585	19.0844009471988	2.62169624966414e-05	0.000592045191914446	4.58141762719072
CYTH4	1.16520697246184	5.11197538102833	19.0553230121171	2.65650356859421e-05	0.000599178404901831	4.57568959634761
KIR3DX1	2.48508607334186	-0.918497165219447	18.9993691438761	2.7248149776834e-05	0.000612359385322859	4.56466298215769
HNRNPUL1	0.560821452627602	8.04709570676654	18.9861232932535	2.74124694428643e-05	0.00061530908491293	4.56205183942943
CDYL2	0.837280138870094	4.38953535661154	18.979195373317	2.74988152038952e-05	0.000615898480849988	4.56068601749683
BACH1	0.581379354078892	5.79163870964699	18.9787060266039	2.75049246338317e-05	0.000615898480849988	4.5605895407217
CYTH1	0.698876424771315	5.78447310258055	18.9696227747965	2.76185796374021e-05	0.000616958619319061	4.55879865998983
WAS	0.648875084584132	5.69985411510687	18.9617984869136	2.77168658745661e-05	0.000618411798793677	4.55725587977216
VCAN	2.46585378981163	5.02260118733418	18.8646709008293	2.89670906697803e-05	0.000643989991855761	4.53809512127911
ING2	0.664499150854473	4.03397447097443	18.802257827998	2.98007000868794e-05	0.000660943298232005	4.52577353322921
FBRS	0.503488261034936	7.23496373942835	18.7527488823682	3.04793430546062e-05	0.000674387176646983	4.51599439792411
CD7	1.73220134122998	3.20620643322251	18.743172776745	3.06124168711023e-05	0.000676527141493433	4.51410238120477
NCF4	0.825978261224113	4.60838124780088	18.7154349509687	3.10012297890688e-05	0.000684307098357049	4.50862107777821
TESC	1.41640557653232	3.3378999271199	18.6573955725842	3.18311795126116e-05	0.000699308841051565	4.49714726818617
CYTIP	0.909990905241558	4.66304143625336	18.6225446595881	3.23404006368809e-05	0.000709658225296085	4.49025460430256
RP11-332M2.1	1.1706835615228	1.22064239837656	18.5957565046936	3.27374589025425e-05	0.000714160182014666	4.48495503376443
LGALS3	2.30605649758623	1.08117091344146	18.5878151379486	3.28561204801721e-05	0.000715072151924026	4.4833837176362
TENM1	2.78929923306259	0.596572741783979	18.540760286717	3.35682862502917e-05	0.000726324035517939	4.47407083006685
UBE2L6	0.661568914246937	5.20026755469127	18.5177060203939	3.39229384734327e-05	0.000730268421824447	4.46950653532088
THAP12	0.629420786152027	4.25458747858108	18.5175947914532	3.39246587862853e-05	0.000730268421824447	4.46948451177371
GLT1D1	2.48332740628323	-0.184117473925502	18.5161632846081	3.39468070119382e-05	0.000730268421824447	4.46920106857963
BHLHE40	1.08872910503821	6.50689071946779	18.4969464283894	3.42455623228153e-05	0.000734995875089904	4.46539569814468
APOBR	0.906031155084328	4.05837056474326	18.4613429395255	3.48061835348007e-05	0.000745308933504686	4.45834359408552
SMIM12	1.06313545138343	3.87659593898527	18.4142536030756	3.55620811896833e-05	0.00075800596423554	4.44901283086417
USP38	0.573153280371398	4.76801161594207	18.3997513641564	3.57982356261605e-05	0.000761295506893251	4.44613837773337
TNIP1	0.568917056690012	6.810031948095	18.380331238996	3.61169818654465e-05	0.000766413650372348	4.44228854888865
CFAP45	1.00874206620535	1.787772348427	18.3800705875207	3.61212796311559e-05	0.000766413650372348	4.44223687278528
HAPLN3	1.8326475880761	0.903413463146041	18.3695885367707	3.6294546736427e-05	0.000767893196098829	4.440158622903
FCER2	2.63718629345224	0.261549382177946	18.2994620123817	3.7475761117953e-05	0.000790645082633639	4.42624953804018
HLA-G	1.54387608402577	1.74762327407041	18.2961597351723	3.75323425245685e-05	0.000790942049487169	4.42559432890573
GNAI2	0.587935006034968	7.65655595810131	18.2558066564992	3.8230838764561e-05	0.000802933913917552	4.41758617368318
CSRNP1	0.78785037418128	7.01650321936489	18.2312098032077	3.86630953732763e-05	0.000811096819285146	4.41270337923351
GGNBP2	0.495156587010454	5.48058443644484	18.227206682374	3.87339153847307e-05	0.000811667452116069	4.41190860050845
IRF7	1.29810537628416	3.85120300383852	18.2108027600462	3.90255061596932e-05	0.000815940020920866	4.40865145544207
CEP85L	0.623801869090515	5.20506671313613	18.2008276143093	3.92039156027871e-05	0.000817832355982806	4.40667055441427
C16orf72	0.473672309577688	5.91176785433017	18.1898667348154	3.94009154690212e-05	0.000820103171194123	4.40449368734891
PSMD7	0.59821999229321	5.85918693602375	18.186809987705	3.94560343504452e-05	0.000820332834852608	4.40388656698718
HIST1H1C	0.681401507657023	8.03052171186169	18.1467971245292	4.01848421381943e-05	0.000833622678380735	4.39593773341165
SECTM1	2.1087222070695	1.66901005769986	18.1085894474595	4.08935956865377e-05	0.000846438296479526	4.3883447011804
IFFO2	0.713114737305639	4.85799887073079	18.0491805794325	4.20210713398186e-05	0.00086504592703757	4.37653287932083
GNA15	0.778551921303312	6.78924909401902	17.9941492044705	4.3093775599228e-05	0.00088313763915246	4.36558545415769
MAP2K3	0.61473935079526	5.61903138298553	17.972217125303	4.3529041564825e-05	0.000890097148833256	4.36122089516032
TPPP	1.60305005879708	2.56616010131165	17.9233828490331	4.45144045731243e-05	0.000906262626145184	4.35149943139344
CD79A	1.74300378012691	3.41037161000663	17.9069220589743	4.48516522397903e-05	0.00091113487432098	4.34822155383713
HLA-F	1.16332066525755	4.07066375073719	17.8821166019264	4.53647989241952e-05	0.000919551392572357	4.34328100975763
PARP14	0.745815098623966	6.37387278513351	17.8383012905959	4.62858899394984e-05	0.000937201131658526	4.33455138166792
BCOR	0.708583087967532	6.94050389270621	17.7364206422444	4.85021686541994e-05	0.000971726625920639	4.31423884256277
CYLD	0.622461554462752	6.15862031665236	17.7359245265163	4.85132220270998e-05	0.000971726625920639	4.31413988055594
RPF1	0.606288195440633	4.11074870883222	17.7306141144065	4.86316983024946e-05	0.00097305230323959	4.31308056385721
BTG1	0.596571461597282	6.24566457868737	17.6071498999337	5.14710722762724e-05	0.00102217045135206	4.28843678417226
ARF6	0.605023664748167	6.18131288312598	17.6033036149156	5.15621970879849e-05	0.00102288844713563	4.28766858544473
SH2B3	0.743460968040281	6.38095677587128	17.585525141721	5.19855433426291e-05	0.00103018848830633	4.28411741250806
RP11-325F22.2	1.18812825579806	3.67720126669187	17.5540226864494	5.27444248805588e-05	0.00104189836324569	4.27782343880881
ZNF787	0.536883015775731	4.42258201565207	17.5338200943927	5.32370407677114e-05	0.00105051416182988	4.27378609320435
NMI	0.662219422843057	4.93069342905058	17.522521572436	5.35145872471945e-05	0.00105487228760148	4.27152781989558
SLC31A2	1.05005832725145	2.35985227193365	17.4393820044739	5.56028624356726e-05	0.00108911375179263	4.25490285036006
NAMPTP1	0.943759252192453	2.71121751438852	17.436063888892	5.56879117908109e-05	0.00108963266309507	4.25423906716557
SMIM25	2.92941513791863	-0.462408632538488	17.4122257813621	5.63028438703071e-05	0.00110050768775071	4.24946966827496
CDC42SE1	0.5111970804303	5.33984754698696	17.3995554372823	5.66325078401437e-05	0.00110463071896163	4.24693420621701
MAP3K9	1.27611724197928	1.895639593134	17.3968651378421	5.67027588187276e-05	0.00110484286502501	4.24639581040864
RAP2C	0.655027670924789	4.48833343966403	17.3796473303388	5.71544741895603e-05	0.00110899943244978	4.24294976632243
ENO1	0.635495975022119	8.26273265510797	17.3739864040342	5.73037918901575e-05	0.00111073849947089	4.24181663907128
TUBB6	0.916932300718835	5.15819565179681	17.3435945558442	5.8112271639298e-05	0.00112380484821341	4.23573214742942
SYNJ2	0.692982105993405	4.0936410171437	17.3182574512163	5.87951835614698e-05	0.00113374173648894	4.23065824940602
CCIN	1.79758802589231	-0.677749411011116	17.2637938763742	6.02910187409717e-05	0.00115659306879588	4.21974737777265
LAT2	0.8879440001991	5.71320329287343	17.2317813674911	6.11883154703952e-05	0.00117018722946877	4.21333150287431
RHOG	0.701962473931591	5.01900142069887	17.1997154301871	6.21007847479938e-05	0.00118520143855453	4.20690291174661
MAP3K1	0.62383600438988	5.88565122763063	17.1865989177752	6.24780219635295e-05	0.00119117933678008	4.20427272855333
CDC42P6	0.721054228954538	3.80502173121991	17.1744174993237	6.2830461123597e-05	0.00119667269251575	4.20182975291021
DENND6B	0.767869912653531	2.79240953056885	17.1670855251429	6.30435717104277e-05	0.00119827863369524	4.20035919002694
ASB2	1.63883546383251	0.173025053652019	17.164836254124	6.31090966890706e-05	0.00119830007264309	4.19990803604705
CTD-2267D19.3	1.00461687627311	2.17292340687656	17.1513504682422	6.35034210417413e-05	0.00120455826579482	4.19720287786503
TCAF2	1.62750810995115	0.33275572360341	17.1331943835595	6.40382823160506e-05	0.00121346675899905	4.19356032557637
DNAJC1	0.537650460093394	5.04432621469914	17.1216591865837	6.4380486136551e-05	0.00121871015872731	4.19124574828376
IRAK1	0.52692516880475	5.92421356652321	17.1091200229863	6.47545925221364e-05	0.0012233030026923	4.1887294251418
ARPC2	0.453642572392457	6.74086235990081	17.1038869896504	6.49113761182438e-05	0.00122376891225775	4.18767918374787
ZNF668	0.545570501314223	3.23932157115037	17.1017153731629	6.49765523060328e-05	0.00122376891225775	4.18724333629957
